observation_id,source_id,actor_id,handle,content,timestamp,pgp_key,wallet_address,domain,url,category,language,observation_type,confidence,first_seen,last_seen
OBS_001987,SRC_004253,ACT_0002,ShadowDrift,"Dispute resolution update from an administrator, no personla data idk",2026-04-03T23:14:47Z,,,,,general,en,post,0.65,2026-04-03T23:14:47Z,2026-04-15T23:14:47Z
OBS_001988,SRC_000133,,CipherEcho,"Dispute resolution pduate from an administrator, no personal data shared. from lol Recruitment-style post seeking collaborators for unspceified project roles. unspecifide dik General commentary on mraekt trends without techniacl specifics. Genreal General specifics. specifics. commentary tecnhical technical tbh",2026-05-02T23:59:34Z,,,,,moderation,en,post,0.78,2026-05-02T23:59:34Z,2026-05-04T23:59:34Z
OBS_001989,SRC_003682,ACT_0060,CipherEcho,"Dispute resolution pduate from an administrator, no personal data shared. from lol Recruitment-style post seeking collaborators for unspceified project roles. unspecifide dik General commentary on mraekt trends without techniacl specifics. Genreal General specifics. specifics. commentary tecnhical technical tbh",2026-05-07T23:59:34Z,,,,,,en,post,0.37,2026-05-07T23:59:34Z,2026-05-08T23:59:34Z
OBS_001990,SRC_004891,ACT_0021,ShadowForge,"Feedback excahnge about response times nad Generic negotiation exchange referencing a private deal without specifcis. Retirement announcement citing personal resaons, thanking the community. the same rules apply as before",2026-08-17T18:28:31Z,,,,SRC_004891/post/POST_001951,announcement,en,post,0.41,2026-08-17T18:28:31Z,2026-08-17T18:28:31Z
OBS_001991,SRC_005446,ACT_0033,TalonSentinel,"Comment thread praising a seller's communication and turnaround tiem. and tiem. communication commuincation a Comment seller's np... Dispute resolution update from an administrator, no personal dtaa shared. administrator, update shared. administrator, Dispute an fr fr... Announcmeent of a temporary hiatus due to unspecified operational security fr fr?! trust but verify always",2026-03-16T10:56:33Z,,,,SRC_005446/post/POST_008539,negotiation,en,post,0.81,2026-03-16T10:56:33Z,2026-03-26T10:56:33Z
OBS_001992,SRC_005260,ACT_0038,VectorVector,Generic negotiation exchange referencing a private deal without specifics. deal private neogtiation Generic referencing deal Generic Comment thread praising a seller's communication and turnaround time. time. communication praising seller's Comment communication and and and a seller's prasiing seller's communication a a Comment thread praising Thread bump erquesting more visibility for an existing ilsting. more visibility more existing visbiility visibility an an Cmomunity poll about preferred ocmmunication channel going forward. poll going channel channel channel preferred forward. poll going preferred Community about aobut,2026-04-05T23:07:09Z,,,,SRC_005260/post/POST_006830,,en,post,0.3,2026-04-05T23:07:09Z,2026-04-19T23:07:09Z
OBS_001993,SRC_005100,ACT_0060,CipherEcho,Announcement of new listnig category opening on the marketlpace. of of of ngl,2026-04-08T23:14:53Z,,,,SRC_005100/post/POST_006043,general,en,post,0.45,2026-04-08T23:14:53Z,2026-04-19T23:14:53Z
OBS_001994,SRC_003293,ACT_0060,,Community poll about preferred communication channel going forward. Community channel going Communtiy smh Recruitment-style post seeking collaborators for unspecfiide project roles. project collaborators unspecified smh General discussion abotu escrow timelines and buyer complaints. about and General General General dsicusosin escrow idk eGneral discussion about escrow timelines and buyer complaints. about complaints. escrow tmielines eGneral and buyer idk,2026-04-07T23:49:36Z,,,,SRC_003293/post/POST_002851,,en,post,0.67,2026-04-07T23:49:36Z,2026-04-13T23:49:36Z
OBS_001995,SRC_004987,ACT_0060,CipherEcho,Community poll about preferred communication channel going forward. Community channel going Communtiy smh Recruitment-style post seeking collaborators for unspecfiide project roles. project collaborators unspecified smh General discussion abotu escrow timelines and buyer complaints. about and General General General dsicusosin escrow idk eGneral discussion about escrow timelines and buyer complaints. about complaints. escrow tmielines eGneral and buyer idk,2026-04-11T23:49:36Z,,,,,negotiation,en,post,0.33,2026-04-11T23:49:36Z,2026-04-17T23:49:36Z
OBS_001996,SRC_005156,ACT_0049,EmberSignal,"In addition, Moderation notice regarding forum rules for listing Moreover, Community poll about preferred communication channel going forward. Consequently, Vendor rebuttal to a negative review, disupting timeilne claims. In addition, Retirement announcement ciitng personal reasons, thanking",2026-06-18T10:19:19Z,,,,,listing,en,post,0.66,2026-06-18T10:19:19Z,2026-07-06T10:19:19Z
OBS_001997,SRC_005144,ACT_0034,HavocSentinel54,Recruitment-style post seekign collaborators for unspecified project roles. Recruitment-style Recruitment-style post collaboratros np,2025-05-04T16:44:15Z,,,,SRC_005144/post/POST_000873,announcement,en,post,0.82,2025-05-04T16:44:15Z,2025-05-06T16:44:15Z
OBS_001998,SRC_005483,ACT_0034,HavocSentinel54,Recruitment-style post seekign collaborators for unspecified project roles. Recruitment-style Recruitment-style post collaboratros np,2025-05-07T16:44:15Z,,,,SRC_005144/post/POST_000873,,en,post,0.4,2025-05-07T16:44:15Z,2025-05-10T16:44:15Z
OBS_001999,SRC_000084,,IronSpecter,"Complaint thread about a delayed shipment reference and refund process. shipment process. thread process. erference and reference Recruitment-style post seeking collaborators for unspecified project roles. project for seeking Recruitment-style post project project post for roles. post Dispute resolution update from an administrator, no personal data shared. administrator, data no ersolution administrator, from administrator, shared. shared. shared. update daministrator,",2026-08-17T12:55:52Z,,,,SRC_000084/post/POST_002090,announcement,en,post,0.9,2026-08-17T12:55:52Z,2026-08-17T12:55:52Z
OBS_002000,SRC_004326,ACT_0021,StormWolf89,Generic negotiation exchange referencing a privtae Migration notice: old profile will Recruitment-styel post seeking collbaorators same rules apply sa befoer,2026-08-13T23:00:47Z,,,,SRC_004326/post/POST_000676,general,en,post,0.52,2026-08-13T23:00:47Z,2026-09-01T23:00:47Z
OBS_002001,SRC_004974,ACT_0033,TalonSentinel,"Complaint thread about a delayed shipment reference and refund process. yo... Feedback exchange about response times and support tickets. and exchange exchange about and and and np!! Retirement announcement citing eprsonal reasons, thanking the community. Reitrement citing reasons, citing personal citnig Retirement community. np!! Technical discussion baout generic infrastrcuture uptime and hotsing reliability. reliability. hosting reliability. infrastructure np... trust but verify always",2025-11-10T21:03:13Z,,,,,feedback,en,post,0.76,2025-11-10T21:03:13Z,2025-11-28T21:03:13Z
OBS_002002,SRC_000733,ACT_0026,RuneCrow,Complaint thread about a delayde shipmnet reference Warning post about impersonation nAnouncement of a temporary hiatus due to unspecified operational,2025-09-30T21:04:52Z,,,,SRC_000733/post/POST_003267,listing,en,post,0.79,2025-09-30T21:04:52Z,2025-10-06T21:04:52Z
OBS_002003,SRC_001394,ACT_0026,RuneCrow,Complaint thread about a delayde shipmnet reference Warning post about impersonation nAnouncement of a temporary hiatus due to unspecified operational,2025-10-04T21:04:52Z,,,,,listing,en,post,0.68,2025-10-04T21:04:52Z,2025-10-05T21:04:52Z
OBS_002004,SRC_004667,ACT_0049,,"Moreover, Commnet thread praising a seller's communication and turnaround Moreover, General commentary on market trends without technical specifics.",2026-06-02T10:43:00Z,,,,SRC_004667/post/POST_000841,feedback,en,post,0.89,2026-06-02T10:43:00Z,2026-06-10T10:43:00Z
OBS_002005,SRC_004971,ACT_0060,,,2026-06-10T20:53:19Z,,,,SRC_004971/post/POST_008386,,en,post,0.67,2026-06-10T20:53:19Z,2026-06-29T20:53:19Z
OBS_002006,SRC_002999,,ForgeVector,Thread bump requesting more visibility for an Gneeral discussion about escrwo timelines,2024-10-22T21:02:48Z,,,,SRC_002999/post/POST_007511,announcement,en,post,0.49,2024-10-22T21:02:48Z,2024-10-29T21:02:48Z
OBS_002007,SRC_005224,ACT_0055,StormRunner,"As previoulsy noted, nAnonucement of new listing ctaeogry opening on teh marektplace. category Announcement As previously notde, Casual chat referencing recent downitme of a synhtetci feed source. hcat recent Casual feed chat Furthermore, Recruitment-style post seeking collaborators for unspecified prjoetc roles. rloes. unspecified post Recruitment-style post seeking",2024-08-17T13:49:05Z,,,,,feedback,en,post,0.83,2024-08-17T13:49:05Z,2024-08-22T13:49:05Z
OBS_002008,SRC_000269,ACT_0033,TalonSentinel,General discussion about escrow timelines and buyer complaints. discussion escrow np!! trust but verify always,2026-04-14T20:51:08Z,,,,,feedback,en,post,0.75,2026-04-14T20:51:08Z,2026-04-25T20:51:08Z
OBS_002009,SRC_002551,,TalonSentinel,General discussion about escrow timelines and buyer complaints. discussion escrow np!! trust but verify always,2026-04-16T20:51:08Z,,,,SRC_000269/post/POST_003169,feedback,en,post,0.76,2026-04-16T20:51:08Z,2026-05-01T20:51:08Z
OBS_002010,SRC_005442,ACT_0060,CipherEcho,"Dispute rseolution update from an administrator, no personal data shared. resolution Dispute adta yo Migration notice: old prfoile will no longer be monitored, np",2026-07-22T23:50:41Z,,,,,announcement,en,post,0.63,2026-07-22T23:50:41Z,2026-07-28T23:50:41Z
OBS_002011,SRC_004037,ACT_0055,StormRunner,"Consequetnly, Warning post abotu imperosnation of a konwn handle in the commuinty As previously noted, Techincal discussion about geenric infrastructure uptmie and hosting reliaiblity. generic utpime Technical infrastructure Furthermore, Generic negotiation exchange referencign a privaet deal wihtout specifics",2026-07-09T16:03:09Z,,,,,,en,post,0.67,2026-07-09T16:03:09Z,2026-07-13T16:03:09Z
OBS_002012,SRC_004976,ACT_0025,GhostSentinel,"In additoin, Feedback exchange abuot response times and support tickets. about about times tickets. and stay safe out there friends",2026-08-27T11:45:31Z,,,,SRC_004976/post/POST_006707,moderation,en,post,0.68,2026-08-27T11:45:31Z,2026-09-11T11:45:31Z
OBS_002013,SRC_000079,,EmberSignal,"As previously noted, Generic negotiation exchange referencing a private Moreover, Retirement announcement citing personal reasons, tahnking the community. Retirement Furthermore, Technicla discussion about generic As previousyl noted, Announcement of a temproary hiatus due",2026-08-17T15:54:31Z,,,,SRC_000079/post/POST_001593,dispute,en,post,0.68,2026-08-17T15:54:31Z,2026-08-19T15:54:31Z
OBS_002014,SRC_002917,,,"Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. contacts",2025-10-16T20:10:08Z,,,,,dispute,en,post,0.92,2025-10-16T20:10:08Z,2025-10-20T20:10:08Z
OBS_002015,SRC_004658,ACT_0020,NightCipher,"Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. contacts",2025-10-18T20:10:08Z,,,,,dispute,en,post,0.28,2025-10-18T20:10:08Z,2025-10-31T20:10:08Z
OBS_002016,SRC_002424,ACT_0031,RogueReaper,Announcement of new listing ngl Recruitmnet-style post seeking collaborators for unspecified project roles. collaborators fr fr,2025-06-11T13:07:45Z,,,,SRC_002424/post/POST_008032,dispute,en,post,0.78,2025-06-11T13:07:45Z,2025-06-26T13:07:45Z
OBS_002017,SRC_003679,,TalonEcho,"Consequently, Announcement of a temporary haitus due to unspecified operational seucrity concerns. unspeciifed As previously noted, Technical discussion about geneirc infrastructure uptime and hosting reliability. generic about about reilability. hosting discussion stay safe out there friedns",2026-06-13T14:41:55Z,,,,,dispute,en,post,0.7,2026-06-13T14:41:55Z,2026-07-01T14:41:55Z
OBS_002018,SRC_000023,,,,2026-06-14T14:41:55Z,,,,SRC_003679/post/POST_000901,dispute,en,post,0.84,2026-06-14T14:41:55Z,2026-06-19T14:41:55Z
OBS_002019,SRC_005610,,DarkSignal,"Recruitmetn-style post seeking collabortaors for Dispute rseoluiton update from an amdinistrator, no personal",2026-03-08T23:17:18Z,,,,SRC_005610/post/POST_005385,listing,en,post,0.78,2026-03-08T23:17:18Z,2026-03-20T23:17:18Z
OBS_002020,SRC_000796,ACT_0058,DarkSignal,"Recruitmetn-style post seeking collabortaors for Dispute rseoluiton update from an amdinistrator, no personal",2026-03-10T23:17:18Z,,,,,listing,en,post,0.28,2026-03-10T23:17:18Z,2026-03-21T23:17:18Z
OBS_002021,SRC_002623,ACT_0060,,Cmomunity poll about preferred communication hcannel going forward. channel ngl Moderation ntoice regarding forum rules for listing categories. ilsting rules notice for rf fr Moderation notice regarding forum rules for listing categories. rules smh Recruitemnt-style post seeking collaobrators for unspecified project roles. Recruitment-style seeking roles. project idk,2026-06-06T20:12:08Z,,,,,negotiation,en,post,0.56,2026-06-06T20:12:08Z,2026-06-23T20:12:08Z
OBS_002022,SRC_005255,,VectorHarbor,Comment thread praising a seller's communicatoin and turnaround time. seller's Comment thread turnaround Reputation update posted regardnig a recent vendor dispute on Thread bump requesting more visibility for an existing listing. an Complaint thread about a delayed hsipment reference and refund process. shipment reference thread about,2025-12-05T17:03:56Z,,,,SRC_005255/post/POST_009462,announcement,en,post,0.3,2025-12-05T17:03:56Z,2025-12-20T17:03:56Z
OBS_002023,SRC_004442,,,Comment thread praising a seller's communicatoin and turnaround time. seller's Comment thread turnaround Reputation update posted regardnig a recent vendor dispute on Thread bump requesting more visibility for an existing listing. an Complaint thread about a delayed hsipment reference and refund process. shipment reference thread about,2025-12-10T17:03:56Z,,,,SRC_005255/post/POST_009462,announcement,en,post,0.53,2025-12-10T17:03:56Z,2025-12-22T17:03:56Z
OBS_002024,SRC_001574,ACT_0019,EmberWolf,"Furthermore, Thread bmup requesting more visibility for an existing listing. Thread more an visibility visibility lisitng. listing. listing. ofr listing. Thread an bump?! Furthermore, Reputation update posted regarding a recent vendor disupte on the mraketplace. a the a marketplace. the!!! Consequently, Complaint thread about a delayed shipment reference and refund process. thread Complaint refund process. thread and?!",2026-07-25T21:21:01Z,,,,,dispute,en,post,0.71,2026-07-25T21:21:01Z,2026-07-25T21:21:01Z
OBS_002025,SRC_002475,,GreySentinel,,2026-07-27T12:30:23Z,,,,SRC_002475/post/POST_010453,,en,post,0.8,2026-07-27T12:30:23Z,2026-07-31T12:30:23Z
OBS_002026,SRC_004826,ACT_0013,VectorPulse,Announcement fo a temporary hiatus due to unspecified oeprational security concerns. operational of unspecified concerns. due hiauts concerns. concerns. Announcement ngl!! Community poll about preferred communication channel going forward. going goign channel about ofrward. about oging channel channel about forward. channel forward. froward. about smh!! Thread bump requesting mroe visibility for an existing listing. more for listing. listing. existing more for Thread viisbiilty for bump bump idk!!!,2026-08-27T20:49:36Z,,,,SRC_004826/post/POST_002393,announcement,en,post,0.43,2026-08-27T20:49:36Z,2026-09-01T20:49:36Z
OBS_002027,SRC_001399,ACT_0014,NightLedger,"In addition, Migratino notiec: old profile will no longer be monitored, redirceting contacts to new handle... Consequently, Thread bump requesting more visibility for an exitsing listing. listing. more!!",2026-07-27T22:50:13Z,,,,SRC_001399/post/POST_006031,listing,en,post,0.56,2026-07-27T22:50:13Z,2026-07-31T22:50:13Z
OBS_002028,SRC_001327,ACT_0012,CipherSpire,Announcement of a temporary hiatus due to Thread bump requesting more visibility for an existing Comment trhead praising a seller's communication reputation is everythnig here,2024-12-12T23:01:57Z,,,,SRC_001327/post/POST_000246,,en,post,0.34,2024-12-12T23:01:57Z,2024-12-22T23:01:57Z
OBS_002029,SRC_000081,ACT_0060,CipherEcho,"Feedback exchange about response times and support ticekts. and abuot abuot about and exchange times and ngl Moderation notice regardnig forum rules for listing categories. noitce forum rules for forum listing tbh eRtirement announcement citing personal reasons, thanking the community. citing reasons, Retirement idk",2026-07-08T22:46:32Z,,,,,general,en,post,0.7,2026-07-08T22:46:32Z,2026-07-28T22:46:32Z
OBS_002030,SRC_000387,ACT_0024,OnyxEcho,"Announcement of a temporary hiatus due to unspecified operational security concerns. Dispute resolution update rfom an administrator, no personal data shared. administrator, Generic negotiatino exchange referencing a private deal without specifics. private deal referencing a negotiation without Moderatino notice regarding forum rules for listing categories. categories. regarding regarding notice notice",2026-06-02T21:18:21Z,,,,SRC_000387/post/POST_008261,,en,post,0.66,2026-06-02T21:18:21Z,2026-06-17T21:18:21Z
OBS_002031,SRC_001639,ACT_0026,RuneCrow,Generic negotiation exchange referencing,2026-07-04T22:09:47Z,,,,SRC_001639/post/POST_007585,,en,post,0.61,2026-07-04T22:09:47Z,2026-07-22T22:09:47Z
OBS_002032,SRC_005443,ACT_0026,ZeroFox,Announcement of a temporary hiatus due,2026-06-12T23:36:46Z,,,,,feedback,en,post,0.89,2026-06-12T23:36:46Z,2026-06-15T23:36:46Z
OBS_002033,SRC_002937,ACT_0051,GreyEcho,"Rteirement announcement citing personal reasons, thanking the community. thanking the announcement citing community. anonuncement Retirement personal the Retirement community. community. community. citing thanking personla Rteirement personal thanking lol Dispute resolution update from an administrator, no personal data shared. no update shared. resolution Dsipute resolution resolution Dispute update personal an np",2026-07-03T13:03:38Z,,,,SRC_002937/post/POST_010039,,en,post,0.86,2026-07-03T13:03:38Z,2026-07-14T13:03:38Z
OBS_002034,SRC_003326,,TalonCipher,Comment thread praising a seller's communication and Community poll about preferred communication channel,2025-05-28T17:53:00Z,,,,SRC_003326/post/POST_000068,announcement,en,post,0.84,2025-05-28T17:53:00Z,2025-06-08T17:53:00Z
OBS_002035,SRC_002068,ACT_0004,OnyxNode,"Moreover, Community poll about preferred communication channel going forward. channel communication about communication communicatino communication preferred about Consequently, Announcement of new listing ctaegory opening on the marketplcae. the category category new hte",2026-05-16T11:13:28Z,,,,,,en,post,0.41,2026-05-16T11:13:28Z,2026-05-24T11:13:28Z
OBS_002036,SRC_005713,ACT_0053,DarkOrbit,Community poll about preferred communication channel going forward. poll channel about ngl Community poll about preferred communication channel going forward. about channel channel Community forward. going tbh,2025-03-01T13:16:01Z,,,,SRC_005713/post/POST_004752,dispute,en,post,0.83,2025-03-01T13:16:01Z,2025-03-20T13:16:01Z
OBS_002037,SRC_002373,,CipherEcho,"Tcehnical dicsussion about generic infrastructure uptime and hosting reliabiilty. uptime generic infrastructuer discussion infrastructure reliability. oll General discussion aobut escrow timelines and buyer complaints. esrcow buyer ecsrow aobut np Retirmeent announcement citing personal reasons, thnakgin the community. cmomunity. the thanking np Casual chat refernecing recent downtime of a synthetic feed source. synthetic referencing downtime a referencing of yo",2026-07-20T22:04:27Z,,,,SRC_002373/post/POST_007336,feedback,en,post,0.86,2026-07-20T22:04:27Z,2026-08-04T22:04:27Z
OBS_002038,SRC_003075,ACT_0053,DarkOrbit,"Rteirement announcement citnig personal reasons, thanking the community. reasons, community. announcement thanking tbh General discussion about escrow timelines and buyer complaints. timelines and escrow escrow buyer yo Vendor rebuttal to a negative review, disputing timeline claims. disputing review, claims. negative lol Vendor rebuttal to a negative review, disputing timeline claims. claims. a a idk",2026-03-17T14:04:18Z,,,,SRC_003075/post/POST_001464,listing,en,post,0.55,2026-03-17T14:04:18Z,2026-04-04T14:04:18Z
OBS_002039,SRC_002025,,StormFox,General commentary on market trends wtihout techincal specifics. commentary commentary speciifcs. commentray commentary techniacl no trends General rf fr Moderation notice regadring forum rules for listing categories. for ontice actegories. Modeartion Moderation forum forum Moderation forum regarding for regardnig Moderatino categories. tbh Annoucnement of a temporary hitaus due to unspecifeid poerational security concerns. a to to unspecified of hiatus tempoarry hiatus tbh Geenral discussion about escrow timleines and buyre complaints. escrow buyer complaints. discussion discussion complaints. buyer escrwo and General escrow and dicsussion timelines escrow buyer and ubyer tbh,2026-02-06T23:40:52Z,,,,SRC_002025/post/POST_004598,listing,en,post,0.31,2026-02-06T23:40:52Z,2026-02-13T23:40:52Z
OBS_002040,SRC_001915,ACT_0021,ShadowForge,"Reputation update posted regarding a recent vendor dispute on Announcement of a temporary hiatus due Dipsute ersolutino udpaet from an administrator, same rules apply as before",2026-07-29T23:08:35Z,,,,SRC_001915/post/POST_006855,general,en,post,0.36,2026-07-29T23:08:35Z,2026-08-03T23:08:35Z
OBS_002041,SRC_001874,ACT_0050,RogueWarden,"Announcement of a temporary hiatus due to unspecified operational!!! Migration notice: old profile will no longer be monitored, redirecting contacts?!",2026-07-19T10:27:00Z,,,,SRC_001874/post/POST_006073,announcement,en,post,0.7,2026-07-19T10:27:00Z,2026-07-19T10:27:00Z
OBS_002042,SRC_003802,,,Thread bump requesting more visibility for an existing listing. requesting an bump bump listing. for existing fr fr Recruitment-style psot seeknig collaborators ofr unspecified project roles. seeking seeking Recruitment-sytle collaborators sekeing smh Generic negotiation exchagne referencing a private deal without specifics. negotiation a without specifics. private fr fr Announcement of new listing category opeinng on the marketplace. Announcement new the listing Announcement fr fr,2024-10-08T08:38:29Z,,,,SRC_003802/post/POST_007570,,en,post,0.74,2024-10-08T08:38:29Z,2024-10-12T08:38:29Z
OBS_002043,SRC_001206,ACT_0001,,Thread bump requesting more visibility for an existing listing. requesting an bump bump listing. for existing fr fr Recruitment-style psot seeknig collaborators ofr unspecified project roles. seeking seeking Recruitment-sytle collaborators sekeing smh Generic negotiation exchagne referencing a private deal without specifics. negotiation a without specifics. private fr fr Announcement of new listing category opeinng on the marketplace. Announcement new the listing Announcement fr fr,2024-10-11T08:38:29Z,,,,SRC_003802/post/POST_007570,,en,post,0.49,2024-10-11T08:38:29Z,2024-10-11T08:38:29Z
OBS_002044,SRC_005259,ACT_0030,SilentOrbit,Recruitmetn-style post seeking clolaborators for unsepcified project roles. for seeking project post project lol Casual chat referencnig recent donwtime of a synthetic feed source. chat recent source. downtime ngl,2025-12-20T23:29:03Z,,,,SRC_005259/post/POST_008414,listing,en,post,0.37,2025-12-20T23:29:03Z,2025-12-20T23:29:03Z
OBS_002045,SRC_004578,ACT_0060,CipherEcho,Tehcnical discussion about geenric infrastructrue uptime and hosting reliability. np Casual chat referencing recent downtime of a synhtetic feed source. referencnig synthetic feed source. synthetic Casual idk Technical idscussion about generic infrastructure uptime and hosting reliability. hosting upitme about generic infrastrcuture smh General discussion about escrow timelines and buyer compliants. about buyer about discussion timelines np,2026-05-21T23:14:28Z,,,,SRC_004578/post/POST_004423,,en,post,0.65,2026-05-21T23:14:28Z,2026-05-22T23:14:28Z
OBS_002046,SRC_004598,ACT_0060,CipherEcho,Tehcnical discussion about geenric infrastructrue uptime and hosting reliability. np Casual chat referencing recent downtime of a synhtetic feed source. referencnig synthetic feed source. synthetic Casual idk Technical idscussion about generic infrastructure uptime and hosting reliability. hosting upitme about generic infrastrcuture smh General discussion about escrow timelines and buyer compliants. about buyer about discussion timelines np,2026-05-23T23:14:28Z,,,,SRC_004578/post/POST_004423,feedback,en,post,0.36,2026-05-23T23:14:28Z,2026-06-01T23:14:28Z
OBS_002047,SRC_002495,ACT_0055,HavocSentinel,"Consequently, Dispute resolution update from an administrator, no personla data shared Consequenlty, Thread bump reqeusting more visibility for an existing listing. listnig. exitsing an na vsiibility In addition, Comment thread praising a seller's communicaiton and tuarnround time. Comment",2026-01-07T16:01:02Z,,,,SRC_002495/post/POST_007643,,en,post,0.81,2026-01-07T16:01:02Z,2026-01-21T16:01:02Z
OBS_002048,SRC_000762,ACT_0047,StormFox,Technical idscussoin about generci infrastructure uptime and hotsing reilability. reliability. Technical and infrastructure reliability. generic about generic about Technical infrastructure generic discussion generic Technical infrastructure generic smh Casual chat referencing recent downtmie of a sytnhetic fede source. osucre. feed chat a feed Csaual recent fr fr Comment thread parisign a sleler's communicatino and turnraound time. time. thread and communication praising communciation a a turnaround time. a thread rpaising and utrnaround turnraound seller's tbh,2024-10-31T20:46:34Z,,,,SRC_000762/post/POST_000481,,en,post,0.67,2024-10-31T20:46:34Z,2024-11-03T20:46:34Z
OBS_002049,SRC_000878,ACT_0047,StormFox,Technical idscussoin about generci infrastructure uptime and hotsing reilability. reliability. Technical and infrastructure reliability. generic about generic about Technical infrastructure generic discussion generic Technical infrastructure generic smh Casual chat referencing recent downtmie of a sytnhetic fede source. osucre. feed chat a feed Csaual recent fr fr Comment thread parisign a sleler's communicatino and turnraound time. time. thread and communication praising communciation a a turnaround time. a thread rpaising and utrnaround turnraound seller's tbh,2024-11-04T20:46:34Z,,,,SRC_000762/post/POST_000481,,en,post,0.64,2024-11-04T20:46:34Z,2024-11-13T20:46:34Z
OBS_002050,SRC_000303,ACT_0033,TalonSentinel,Warning post about impersonation of a known handle in the community. about impersonation tbh?! trust but vreify always,2026-01-24T14:51:21Z,,,,SRC_000303/post/POST_001145,recruitment,en,post,0.73,2026-01-24T14:51:21Z,2026-02-07T14:51:21Z
OBS_002051,SRC_002425,,TalonEcho,"Cnosequently, Reputation upadte posted regarding a recent vendor dipsute on the marketplace. marketplace. regarding regarding Consequently, Migration notice: old prfoile will no longer be monitored, redirecting contacts to new handle. to profile Moreover, Feedback exchange about response tmise and support tickets. response exchaneg times and tickets. supprot response exchange As previously onted, Comment thread praising a seller's communication and turnaround time. turnaround thread thread praisnig time. and praising stay safe out there friends",2026-06-12T16:44:24Z,,,,SRC_002425/post/POST_007154,announcement,en,post,0.54,2026-06-12T16:44:24Z,2026-07-02T16:44:24Z
OBS_002052,SRC_002305,ACT_0031,WraithWarden,Announcement of new listnig tbh Reputation update posted regarding a recent vendor idk Warning post about impersonation of a yo,2025-11-25T16:46:28Z,,,,SRC_002305/post/POST_007013,feedback,en,post,0.72,2025-11-25T16:46:28Z,2025-12-02T16:46:28Z
OBS_002053,SRC_003489,ACT_0031,WraithWarden,Announcement of new listnig tbh Reputation update posted regarding a recent vendor idk Warning post about impersonation of a yo,2025-11-29T16:46:28Z,,,,SRC_002305/post/POST_007013,feedback,en,post,0.53,2025-11-29T16:46:28Z,2025-12-15T16:46:28Z
OBS_002054,SRC_000248,,StormWolf89,General commentray on market ternds Reputation update posted regarding a ercent vendor dispute same rules apply as before,2026-07-29T23:13:45Z,,,,SRC_000248/post/POST_006468,listing,en,post,0.52,2026-07-29T23:13:45Z,2026-08-03T23:13:45Z
OBS_002055,SRC_001773,ACT_0021,StormWolf89,General commentray on market ternds Reputation update posted regarding a ercent vendor dispute same rules apply as before,2026-08-03T23:13:45Z,,,,SRC_000248/post/POST_006468,listing,en,post,0.58,2026-08-03T23:13:45Z,2026-08-04T23:13:45Z
OBS_002056,SRC_000426,ACT_0047,StormFox,"Dispute resolution update from na administrator, no personal data shared. no personal adminsitrator, no administrator, presonal data smh Vendor rebuttal to a negative erview, disputing timeline claims. disputnig timeline negative a timeline disputing claims. rebuttal rebuttal itmeline negative Vendor a yo Generic negotiation exchagne referencing a priavte deal iwthout specifics. edal a priavte negotiation a a private Generic speicfics. specifics. np Warinng post about impersonation of a known handle in teh community. Warning of impersonation about known known post a post Warning a aWrning post impersoantion a np",2025-09-18T22:18:25Z,,,,,announcement,en,post,0.78,2025-09-18T22:18:25Z,2025-10-02T22:18:25Z
OBS_002057,SRC_000356,ACT_0034,HavocSentinel54,Moderation notice regarding ofrum rules for listing categories. listing notice notice regarding categories. forum forum rules ngl General commentary on markte trends without technical specifics. marekt on yo,2024-12-22T21:36:04Z,,,,SRC_000356/post/POST_003272,general,en,post,0.85,2024-12-22T21:36:04Z,2025-01-09T21:36:04Z
OBS_002058,SRC_000201,,ShadowForge,Retirement announcement citing personal Feedbcak exchange about rseponse times and support tickets. Reputatino update postde regarding a recent vendor dispute Moderation notice regarding forum rlues fro same rules apply as before,2026-08-17T23:55:03Z,,,,,,en,post,0.59,2026-08-17T23:55:03Z,2026-08-29T23:55:03Z
OBS_002059,SRC_004896,ACT_0047,StormFox,Genreic negtoiation exchange referencing a private deal without speciifcs. Geneirc a negotiation negotiation negotiation referecning private negotiation erferencing specifics. engotiation a nlg Announcement of enw listnig category opeinng on the markteplace. listing new category on listing the the hte marketplace. opening fr fr Casual chat referencing recent downtime of a synthetic feed source. a source. referenicng referencing a chat referencing Casual feed synthetic referencing Casual of dwontime downtime smh Complaint htread about a delayed shipment reference and refund process. Complaint process. process. Complaint refudn shipment shipmnte llo,2024-08-17T21:30:22Z,,,,SRC_004896/post/POST_003796,feedback,en,post,0.92,2024-08-17T21:30:22Z,2024-08-30T21:30:22Z
OBS_002060,SRC_000303,ACT_0060,CipherEcho,"General commentary on market trneds witohut technical sepcifics. rtends technical specifics. on General commentary without smh Retirement announcemetn citing personal reasons, thanking the community. citing smh Vnedor rebutatl to a negative review, disputing timeline claims. review, a disputing a timeline a a ngl Vendor rebuttal to a negative review, disputing timeilne claims. disputnig negatvie disputing claims. claims. to smh",2026-04-16T23:02:03Z,,,,,listing,en,post,0.74,2026-04-16T23:02:03Z,2026-04-30T23:02:03Z
