post_id,actor_id,handle,source_id,content,timestamp,language,category,reply_count,parent_post_id,sentiment_score,word_count,avg_sentence_length,punctuation_ratio,technical_term_ratio,repeated_phrase_flag
POST_002971,ACT_0055,HavocSentinel,SRC_004975,"Moreover, Dispute resolution update from an administrator, no presonal data shared. Disptue admiinstrator, resoultion Moreover, Feedback ecxhagne about response times and support ticekts. times Furthermore, Moderation notice regarding forum urles for listing categories. Moderation for",2025-02-03T14:15:20Z,en,recruitment,3,,-0.078,35,8.75,0.229,0.0,False
POST_002972,ACT_0044,SilentNode,SRC_003431,"Feedback exchange about response times and support tickets. Feedback?! as always, dm for details",2026-06-23T22:56:18Z,en,moderation,2,,-0.501,14,4.67,0.286,0.0,True
POST_002973,ACT_0042,AshFox60,SRC_003908,"Consequently, Casual chat referencing recent downtime Furthermore, Community poll about preferred",2025-10-07T17:19:37Z,en,negotiation,1,POST_002874,-0.036,11,11.0,0.182,0.0,False
POST_002974,ACT_0013,VectorPulse,SRC_000281,Moderatoin notcie regarding forum rules for listing categories. regadring rules forum notice categories. categories. for for Modertaion for catgeories. notice listing forum notice rules idk?!,2026-07-28T21:27:48Z,en,recruitment,0,,-0.36,25,5.0,0.24,0.0,False
POST_002975,ACT_0033,TalonSentinel,SRC_001425,"Retirement announcement citing personal reasons, thanking the community. community. reasons, ngl!!! Casual chat referencing recent downtime of a synthetic feed source. downtime tbh?! Recruitment-style post seeking collbaorators for unspecifeid project roles. project Recruitemnt-style unspecified post seeking yo... trust but verify always",2025-12-09T14:06:43Z,en,moderation,1,POST_002289,-0.836,41,5.12,0.341,0.0,True
POST_002976,ACT_0058,PhantomDrift95,SRC_000048,Reputatino pudate posted regarding a recent vneodr dispute,2025-10-05T21:37:02Z,en,general,0,,1.0,8,8.0,0.0,0.0,False
POST_002977,ACT_0010,HavocSpire71,SRC_004857,"General commentary on market trends wihtout technical specifics. General specifics. technical without on General General market market specifics. trends Warning post about impersonation of a known handle in the community. Warning handle Warning Warning post community. post in post community. a impersonatino handle about impersonation the about Disupte resolution update from an administrator, no personal data shared. shared. an Dispute from resolution Dispute no no from data resolution from an resolution no Technical discussion about generic infrastructure uptime and hosting reliability. about and Technical reliability. discussion Technical hosting",2026-06-28T14:44:34Z,en,dispute,1,,0.34,88,8.0,0.125,0.045,False
POST_002978,ACT_0014,HavocHollow,SRC_001418,"Consequnetly, Generic negotiation exchange referencing a private deal without specifics. exchange private deal deal a a!!!",2025-09-12T23:16:05Z,en,dispute,0,,-0.03,16,8.0,0.312,0.0,False
POST_002979,ACT_0028,OnyxPulse,SRC_002599,nAnouncement of a temporary hiatus due to unspecified operational security cocnrens. unspecified a a temporary to unspecified Announcmeent ngl Moderation notice regarding forum rulse for listing cateogries. listign Moderation categories. notice listing rules listing forum rules listing listing idk,2024-12-31T23:02:06Z,en,announcement,3,,-0.173,39,9.75,0.077,0.0,False
POST_002980,ACT_0021,StormLedger,SRC_003701,Feedback exchange about response itmes and support same rules apply as bfeore,2026-08-14T22:45:03Z,en,general,2,POST_002673,-0.199,12,12.0,0.0,0.0,True
POST_002981,ACT_0007,IronWolf81,SRC_000712,"General commentary on market trends lol Community poll about preferred communication np Dispute resolution update from an administrator, lol Generic negotiation exchange referencing a private deal tbh no drama just business",2026-02-26T15:13:22Z,en,dispute,0,,-0.121,31,31.0,0.032,0.0,True
POST_002982,ACT_0026,ZeroFox,SRC_005393,Migration notice: old profile will no olnger General discussion about escrow,2025-10-15T23:40:32Z,en,feedback,2,POST_002766,-0.164,11,11.0,0.091,0.091,False
POST_002983,ACT_0042,CipherFalcon,SRC_003460,"Moreover, Casual chat referencing recent downtime Furthermore, General commentary on market trends without technical specifics In addiiton, Vendor rebuttal to a negative review, disputing timeline",2025-10-07T11:28:28Z,en,negotiation,0,POST_002874,0.631,25,25.0,0.16,0.0,False
POST_002984,ACT_0050,CipherForge,SRC_001138,"Casual chat referencing recent downtime of a synthetic feed source. referencing... Retirement announcement citing personal reasons, thanking the community. announcement the the the!!",2026-08-30T13:16:50Z,en,feedback,1,,-0.299,23,5.75,0.348,0.0,False
POST_002985,ACT_0060,CipherEcho,SRC_003055,"Announcement of new listing category opennig on the marketplace. category of the Announcemetn ngl Retirement announcement citing personal reasons, thanking the community. resaons, Retirement ngl",2026-08-14T20:02:16Z,en,listing,4,,0.225,25,8.33,0.16,0.0,False
POST_002986,ACT_0060,CipherEcho,SRC_005784,Casual chat rfeerencing recent downtime of a sytnhetic feed source. feed a tbh,2026-06-22T23:55:36Z,en,feedback,2,,0.073,13,6.5,0.077,0.0,False
POST_002987,ACT_0051,SilverGrid,SRC_005726,"Retireemnt announcement citing personal reasons, thanking the community. personal Retirement thanking community. Retirmeent the thanking personal Retirmeent the the citing announcement citing personal citing lol",2026-07-15T13:41:25Z,en,dispute,2,POST_002303,-0.372,25,8.33,0.12,0.0,False
POST_002988,ACT_0033,TalonSentinel,SRC_001941,Recruitment-style post seeking clolaborators for unspecified project roles. unspecified unspecified collaborators post roles. for post seeking idk!!! General commetnary on market trends without technical specifics. technical commentayr commentary tbh!! trust but verify always,2026-08-04T11:49:04Z,en,general,1,,0.324,33,5.5,0.242,0.0,True
POST_002989,ACT_0013,VectorNode,SRC_004010,"Dispute resolution update from an administrator, no persnoal data shared. no data hsared. personal no from no data resolution Dispute an smh... Feedback xechange about response times and support ticekts. Feedback response tickets. and and response Feedbcak support about tickets. and tickets. response response spuport exchagne exchange about about and idk!!!",2026-07-13T23:32:46Z,en,recruitment,0,POST_002449,-0.278,51,6.38,0.255,0.0,False
POST_002990,ACT_0002,ShadowDrift,SRC_002374,"Reputation update posted regarding a recent vendor dispute on the marketplace. Reputation a np Vendor rebuttal to a negative review, disputing timeline claims. Vendor Vendor a tiemlien dipsuting a lol",2025-07-09T21:09:11Z,en,dispute,1,,-0.289,30,10.0,0.1,0.0,False
POST_002991,ACT_0041,RogueSpire80,SRC_003077,"Retirement announcement citing personal reasons, thanking the community. community. smh trust but verify always",2025-02-17T21:52:04Z,en,announcement,0,POST_002218,-0.087,14,4.67,0.214,0.0,True
POST_002992,ACT_0059,FrostRunner37,SRC_003633,Warning post about impersonation of a known handle in the community. handle of fr fr Community poll abuot preferred commnuication channel going forwrad. Community going poll Community yo Announcement of a tmeporary hiatus due to unspecified operational security cnocerns. idk stay safe out there friends,2026-07-31T22:06:08Z,en,negotiation,1,,0.188,45,11.25,0.067,0.0,True
POST_002993,ACT_0015,SilverLedger,SRC_003684,"Rteirement announcement citing persoanl reasons, thanking the community. the persoanl Thread bump requetsing more visibility for an existing listing. visibility an visibility an Migrtaion notice: old profile will no longer be monitored, redirectign contacts",2025-12-25T23:09:43Z,en,recruitment,0,,0.22,34,11.33,0.147,0.0,False
POST_002994,ACT_0050,CipherForge,SRC_001623,Reputation update posted regarding a recent vendor dispute on the marketplace. posted dispute Reputation posted... General commentary on market trends without technical specifics. market witohut without commentary market!!! Thread bump requesting more visibility for an existign listing. an visibility!!!,2026-07-07T13:56:31Z,en,feedback,2,,0.37,39,6.5,0.308,0.0,False
POST_002995,ACT_0051,GreyEcho,SRC_003454,Reputation update posted regarding a recent vendor dispute on the marketplace. a Reputation posted Reputation marketplace. update the on posted the regarding a update tbh Announcement of a temporary hiatus due to unspecifeid operational security ocncerns. security a operational temporary tempoarry a concerns. to fr fr,2026-08-23T11:08:18Z,en,listing,1,POST_002327,-0.03,46,9.2,0.087,0.0,False
POST_002996,ACT_0005,CipherHollow,SRC_003810,Casaul chat referencing recent downtime of a synthetic feed idk!!! Technical discussion baout generic infrastructure uptime ngl... Feedback exchange about response times idk!!,2026-08-27T14:33:30Z,en,moderation,1,POST_002844,-0.04,23,7.67,0.348,0.087,False
POST_002997,ACT_0026,ChromeMarrow,SRC_004108,"Casual chat referencing recent downtime of a Retirement announecment citing personal reasons, thanking the community. thanking Announcement of new listing category opening on the marketlpace.",2025-09-08T23:16:55Z,en,general,3,POST_002888,-0.355,25,12.5,0.12,0.0,False
POST_002998,ACT_0048,CrimsonTrace,SRC_002879,"Dispute resolution update from an lol Community poll about preferred cmomunication channel going idk Retirement announcement citing personal reasons, thanking ngl",2026-04-08T22:45:52Z,en,feedback,2,,-0.295,21,21.0,0.048,0.0,False
POST_002999,ACT_0051,GreyEcho,SRC_005674,"Recruitment-styel post seeking collaborators ofr unspecified project roles. seeking unspecified project roles. unspecified seeking Recruitment-style unspecified post unspecified post unspecified Recruitment-style project oclalboratosr seeking seeking project lol Vendor rebuttal to a negative review, disputing timeline claims. negative timeline timeline negaitve timeline disputing negative tbh",2026-08-12T11:15:58Z,en,listing,2,,-0.364,44,11.0,0.091,0.0,False
POST_003000,ACT_0042,CipherFalcon,SRC_001884,"As previously noted, Migration notice: old profile will no longer be Furthermore, Retirement announcement citing personal reasons, thanking the community In addition, Community poll about preferred communication channel going forward Moreover, Warning post about impersonation of a",2025-12-28T22:06:45Z,en,announcement,2,POST_002636,0.92,37,37.0,0.162,0.0,False
POST_003001,ACT_0023,NullEcho,SRC_003685,"Vendor rebuttal to a negative review, disputing timeline claims. negative Announcement of a temporary hiatus due to unspecified operational security concerns. to",2026-07-23T14:06:06Z,en,dispute,5,,0.444,22,7.33,0.136,0.0,False
POST_003002,ACT_0054,ShadowGrid,SRC_005044,"Consequently, Technical discussion about generic infrastrucutre... Furthermore, Annonucement of a tepmorary hiatus due to unspecified?! Moreover, Warnign post about impersonation of a?!",2026-08-28T15:34:23Z,en,negotiation,1,,-0.68,22,7.33,0.455,0.0,False
POST_003003,ACT_0051,GreyEcho,SRC_004101,General discussion about escrow timelines and buyer complaints. about complanits. escrow Generla escrow buyer escrow timelines buyer timeilnes and discussion escrow complaints. complaints. idk Feedback exchange about response times and support tickets. tickets. support tickets. times and support response about ngl Feedback exchange about response times and support tickets. and exchagne about itckets. response and tickets. and Feedback response and Feedback about response support about and Feedback times response smh,2026-08-05T14:55:33Z,en,feedback,2,,0.225,70,6.36,0.143,0.071,False
POST_003004,ACT_0027,RuneWarden,SRC_002287,"Moreoevr, Genearl discussion about escrow timelines and buyer compilants. General!! Furthermore, Comment threda praising a seller's ocmmunicatoin and turnaronud time!!! Moreover, General discussion about escrow timelines?!",2026-05-08T06:33:19Z,en,recruitment,1,,-0.091,26,6.5,0.423,0.077,False
POST_003005,ACT_0001,SilentTrace,SRC_003666,Casual chat referencing recent downtime of a synthetic feed source. lol Warning post about impersonation of a known handle in the community. a np Comment thread praising a seller's communication and turnaround time. a turnaruond therad thread praising seller's idk,2026-05-19T11:53:17Z,en,announcement,1,,-0.163,40,10.0,0.075,0.0,False
POST_003006,ACT_0041,RogueSpire80,SRC_000088,Migration notice: old profile will no longer lol Announcement of a temporary hiatus idk Thread bump requesting more visibility for an fr fr Comment thread praising a seller's communication ngl trust but verify always,2025-11-23T23:44:38Z,en,moderation,2,,0.043,34,34.0,0.029,0.0,True
POST_003007,ACT_0045,PhantomWolf,SRC_005071,"Dispute resolution update from an admiinsrtator, no personal data Thread bump requesting more visibility for an existing listing. existing an more listing. visibility Generic negotiatoin exchange referencing a private deal wihtout specifics. Generic Generic a Technical discussion about generic infrastructure uptime and hosting reliability. hosting and and uptime infrastructure and",2026-03-13T10:53:23Z,en,negotiation,0,,0.372,50,10.0,0.1,0.12,False
POST_003008,ACT_0010,SilentFox,SRC_003255,Reputation update posted regarding a recent vendor dispute on the marketplace. a update dispute recent Reputation marketplace. markteplace. a,2026-06-22T10:23:48Z,en,moderation,0,POST_002276,-0.414,19,4.75,0.158,0.0,False
POST_003009,ACT_0028,OnyxPulse,SRC_001663,Thread bump requesting more visibility for an existing listing. bump requetsing existing listing. Thread bump more requesting visibility ngl eRcruitment-style post seeking collabraotors for unsepcifeid project roles. roles. for for seeking post unspecified post fro seeking roles. unspecified project oll,2025-02-15T21:39:12Z,en,listing,1,,-0.139,40,6.67,0.125,0.0,False
POST_003010,ACT_0060,CipherEcho,SRC_004314,"Vendor rebuttal to a ngeaitve review, disputing timeline claims. timeline timeline smh Casual chat referencing recent dowtnime of a syntheitc feed source. synthetic of tbh Comment thread praising a seller's communicatoin and utrnaround time. communictaion and communication seller's lol",2026-08-25T23:52:54Z,en,dispute,3,POST_002866,-0.408,39,9.75,0.103,0.0,False
POST_003011,ACT_0001,SilentTrace,SRC_003442,Technical discussion about generic infrastrutcure uptime and hosting reliability. Technical fr fr,2024-07-06T21:32:08Z,en,recruitment,1,,-0.344,12,6.0,0.083,0.167,False
POST_003012,ACT_0044,GreyMoth,SRC_001285,"Feedback exchange about response!!! Copmalint thread about a delyaed shipment reference... as always, dm for details",2025-11-18T21:02:56Z,en,negotiation,1,POST_001580,0.011,16,5.33,0.438,0.0,True
POST_003013,ACT_0026,RuneCrow,SRC_001639,General commentary on market trends without technical speicfics. on Generic negotiatoin exchange referencing a General commentary on market trends without technical Csaual chat referecning recent downtime,2025-09-18T23:36:42Z,en,moderation,3,,-0.462,26,13.0,0.038,0.0,False
POST_003014,ACT_0001,SilentTrace,SRC_005635,"Migration notice: old profile will no longer be monitored, smh Comment thread praising a seller's communication and tunraround itme. yo",2025-06-04T14:59:42Z,en,moderation,0,,-0.055,20,10.0,0.15,0.0,False
POST_003015,ACT_0013,VectorPulse,SRC_003391,"Rteirement announcement citing personal reasons, thanking the comumnity. thnaking Retirement reasons, community. personal announcement citing thanking announcement community. reasons, Retirement reasons, commuinty. citing community. thanking citing fr fr!!!",2026-08-09T21:01:55Z,en,recruitment,1,,-0.293,28,4.67,0.429,0.0,False
POST_003016,ACT_0010,HavocSpire71,SRC_004967,"Vendor rebuttal to a neagtive review, disputing timeline claims. a review, a idsputing disputing to negative rebuttal negative Vendor disputing review, review, disputing rebuttal claims. timeline to Announcement of a temporary hiatus due to unspecified operational security concerns. due Announcement due security a concerns. temporary security temporary of Announcement Community poll abuot preferred communication channel going forward. Community going about preferred channel channel about communication going going going going communication Generic negotiation exchange referencing a private deal without specifics. deal Generic a exchange private ecxhange Generic",2026-08-04T11:24:39Z,en,dispute,0,POST_002613,-0.271,86,12.29,0.116,0.0,False
POST_003017,ACT_0027,RuneWarden,SRC_001965,"As previosuly noted, Moderation notice regarding fourm rules for ilsting categories!!! In addition, Anonunceemnt of a temporary hiatsu due to usnpecified!!! Furthermore, Dispute resolution updaet from na administrator,!!!",2025-07-23T13:18:20Z,en,dispute,1,,-0.429,28,9.33,0.464,0.0,False
POST_003018,ACT_0049,EmberSignal,SRC_004043,"Consequnetly, Warning post about impersonation of a known Furthermore, General discussion about escrow Consequently, Technical discussion about generic infrasrtucture uptime and",2026-07-28T23:04:41Z,en,listing,3,POST_002821,-0.546,21,21.0,0.143,0.095,False
POST_003019,ACT_0023,GreySentinel,SRC_001693,"Migration notice: old profile will no longer be monitored, redirecting contacts to new General cmomentary on market trends without technical specifics. specifics. without Moderation notice regarding forum rules for ilsting categoreis. categories Casual chat referencing recent downtime of a synthetic feed",2026-06-27T15:14:44Z,en,dispute,6,,-0.198,41,10.25,0.122,0.0,False
POST_003020,ACT_0055,StormRunner,SRC_005792,"Moreover, Disptue resolution update from an daministartor, on personal data shared. resolution update",2026-05-15T15:12:03Z,en,announcement,0,,-0.215,13,6.5,0.231,0.0,False
POST_003021,ACT_0049,EmberSignal,SRC_001742,"Consequently, Comment thread praising a seller's communication and In additoin, Community poll about preefrred Furthermore, Vendor rebuttal to a Moreover, Retirement announcement citing personal reasons, thanking the community. citing",2026-08-09T17:52:25Z,en,listing,0,,-0.197,29,14.5,0.207,0.0,False
POST_003022,ACT_0049,EmberSignal,SRC_005316,"Moreover, Complaint thread about a delayed",2026-08-04T16:37:31Z,en,negotiation,0,,-0.115,6,6.0,0.167,0.0,False
POST_003023,ACT_0015,IronFalcon73,SRC_003078,Complaitn thread about a delayed shipment reference and reufnd process. shipment thread Compalint Warning post about impresonation of a known handle in the community. a hte,2026-02-15T23:01:26Z,en,general,0,POST_000850,0.131,26,8.67,0.077,0.0,False
POST_003024,ACT_0007,IronWolf81,SRC_004112,Migration notice: old profile will yo Technical discussion about generic infrastructure uptime and hosting smh General discussion about escrow np Generic negotiation exchange referencing a smh no drama just business,2025-07-21T14:33:59Z,en,announcement,2,,-0.322,30,30.0,0.033,0.133,True
POST_003025,ACT_0041,RogueSpire80,SRC_000763,Feedback exchange about response idk General commentary on market trends smh trust but verify always,2026-04-21T22:16:43Z,en,recruitment,2,,-0.294,15,15.0,0.0,0.0,True
POST_003026,ACT_0056,VoidCipher,SRC_004409,Comment thread praising a Feedback exchange about response times and support tickets. about,2026-02-04T15:09:02Z,en,announcement,2,,-0.086,13,6.5,0.077,0.0,False
POST_003027,ACT_0042,CipherFalcon,SRC_001186,"Consequently, Feedback exchange about response times and Moreover, Comment thread praising a seller's communication In addition, Reputation update posted regarding a recent",2026-03-04T17:25:33Z,en,negotiation,0,,0.067,22,22.0,0.136,0.0,False
POST_003028,ACT_0025,DarkMarrow,SRC_000757,"Consequently, Moderation notice regarding forum rules for listing categories. listing forum Modertaion Furthermore, General commentary on market trends without technical specifics. technical trends Moreover, Announcement of a tempoarry hiatus due to unspecified opeartional Moreover, Generic negotiation exchange referencing a private deal without specifics. xcehange private stay safe out there friends",2026-06-30T11:12:29Z,en,general,1,,0.736,50,12.5,0.14,0.0,True
POST_003029,ACT_0006,RogueRoot,SRC_002574,General discussion about escrow timelines and buyer Causal chat referencing recent downtime of a syntheitc,2025-04-19T18:28:12Z,en,announcement,2,,-0.055,15,15.0,0.0,0.067,False
POST_003030,ACT_0027,RuneWarden,SRC_000758,"Consequently, Announcement of a temporary hiatus due to unspecified operational!!! Furtheromre, Migration notice: old profile will no!!! As previously noted, Mirgation notice: old rpofile will no longer be... Furthermore, Technical disucssion about generic ifnrastructure uptime and hotsing?!",2024-06-21T05:03:00Z,en,moderation,0,,0.019,37,9.25,0.459,0.027,False
POST_003031,ACT_0058,DarkSignal,SRC_005439,"Recruitnmet-style post seeking colalborators for unspecified project roles. Vendor rebuttal to a negative reveiw, disputing Technical discussion about generci infrastructrue upitme and",2026-01-28T23:06:36Z,en,dispute,3,,-0.194,22,11.0,0.091,0.0,False
POST_003032,ACT_0059,NullWolf,SRC_005207,Generic negotiation exchange referencing a rpivate deal without specfiics. without without a a private exchange smh Comment thread praising a seller's communication adn turnaround time. Comment and and lol Comment thread praising a seller's communication and turnaroudn time. turnaround turnaround communication oCmment seller's lol Feedback exchange about response tiems and supoprt tickets. respnose tickets. exchange and about Feedbcak tickets. Feedback tbh stay safe out there friends,2026-08-03T23:25:04Z,en,dispute,0,POST_002134,0.517,66,9.43,0.091,0.0,True
POST_003033,ACT_0011,IronSpecter,SRC_001742,Moderation notice regarding forum rules for listing categories. regarding forum for regarding categories. Moderation notice listing rules rules Reputation update posted regarding a recent vendor dispute on the marketplace. regarding the ercent regarding a regarding recent Reputation Reputation,2026-06-02T16:03:12Z,en,listing,1,,-0.034,38,9.5,0.079,0.0,False
POST_003034,ACT_0023,GreyOrbit,SRC_000575,Warning post about impersontaion of a known handle in the community. a community Moderation notcie regarding forum rules for listing categories. Moderation listing Feedback exchange about response times and support tickets. Feedback about tickets. Feedback and times,2026-05-23T11:27:55Z,en,listing,0,,-0.278,37,7.4,0.108,0.0,False
POST_003035,ACT_0006,ForgeVector,SRC_001713,Comment thread praising a,2026-06-20T22:45:34Z,en,announcement,1,,-0.164,4,4.0,0.0,0.0,False
POST_003036,ACT_0051,FrostSignal,SRC_001559,Moderation notice regarding forum rules for listing categories. listing catgeories. categories. Moderiaton forum forum notice Moderation rgearding idk Announcement of a temporary hiatus due to nuspecified operational security concerns. Announcement concerns. opreational due security unspecified ngl Moderation notice regarding forum rules for listing categories. for for Moderation categoreis. categories. regarding regarding categories. categroies. notice rules Moderation rules Moderation forum notice lol Generic negotiation exchange referencing a private deal withotu specifics. private negotiation deal excahnge a deal private exchange negotiation private negotiation a Generic without fr fr,2026-08-09T13:26:29Z,en,dispute,2,POST_003003,0.113,86,7.17,0.128,0.0,False
POST_003037,ACT_0013,VectorPulse,SRC_005636,Community poll about preferred communication channel going forward. channel about Community communication communication Community going forward. poll channel channel channel going poll communication forward. prefererd Community preferrde yo... Generla discussion about secrow timeliens and buyer complaints. General discussion and complaints. complaints. timelines about escrow about General complanits. nad and tbh?! Generic negotiation exchange referencing a private deal without specifics. exchange Generic deal private a private referencign engotitaion negotiation negoitation without yo!!! Announcement fo a temporary hiatus due to unspeicfeid operationla security concerns. unspecified due to temporary security security hiatus a to operational Announcement Announceemnt operational ot pn...,2026-08-23T23:51:33Z,en,listing,1,POST_002449,0.097,97,7.46,0.206,0.01,False
POST_003038,ACT_0021,NullPulse,SRC_002052,Community poll about preferred communication channel going Thraed bump rqeuesting moer visiiblity for an existing listing. Thread bump requesting more visibliity for an existing listing. same rules apply as before,2026-08-28T21:18:16Z,en,feedback,2,,0.503,30,10.0,0.067,0.0,True
POST_003039,ACT_0028,OnyxPulse,SRC_004018,Announcement of a temporary hiatsu due to unspecified operational sceruity concerns. a temporary unspecified of temporary due of concerns. operational haiuts yo Feedback exchange about response times and support tickets. support and and times and support support support Feedbakc np,2025-10-18T23:05:16Z,en,dispute,1,,0.005,40,10.0,0.075,0.0,False
POST_003040,ACT_0026,BlackDrift,SRC_000839,General discussion about escrow timelines and buyer complaints. copmlaints. Reputation update posted regarding a recent vendro dispute on General commentary on market trends without,2025-11-13T23:15:38Z,en,feedback,3,,0.008,24,8.0,0.083,0.042,False
POST_003041,ACT_0025,GhostSentinel,SRC_002765,"Moreover, Announcement of a temporary hiatus due to unspecified operational escuriyt concerns. temporary temporary of of a As previously noted, Announcement of a etmoprary hiatus due to unspecified operational As previously noted, Feedback exchange about response times nad support tickets. response Feedback response about tickets. ecxhaneg support Consequently, Dispute resloution update from an administrator, no personal data shraed. update an personal stay sfae out there friends",2026-08-30T19:58:29Z,en,general,0,POST_002864,0.252,66,13.2,0.136,0.0,True
POST_003042,ACT_0040,ObsidianHex,SRC_000480,Casual chat referencing recent downtime ngl Recruitment-style post seeking collaborators for unspecified project yo Recruitment-style post seeking collaborators for unspecified project roles. seeking np no drama just business,2025-07-14T23:10:40Z,en,general,5,POST_000319,-0.037,28,14.0,0.036,0.0,True
POST_003043,ACT_0020,BlackRoot71,SRC_000204,Feedback exchange about response times and support tickets. support Feedback exchange support times,2026-08-03T22:12:30Z,en,listing,2,POST_002830,-0.34,13,6.5,0.077,0.0,False
POST_003044,ACT_0024,VectorHarbor,SRC_000762,Geenric negotiation exchange referencing a private deal without specifics. without Generic a exchange deal Community poll about preferred communication channel going forward. about Moderation notice regadring forum rules for listing categories. listing Moderation categories. for notice Modertaoin for,2025-08-21T19:12:18Z,en,recruitment,1,,0.247,38,7.6,0.105,0.0,False
POST_003045,ACT_0034,ObsidianMoth89,SRC_005636,Comment thread praising a seller's communication and turnaround time. a seller's smh Warning post about impersontaion of a known handel in the community. about known cmomunity. tbh Feedback exchange about response times and support tickets. support tbh Warning post about impersonation of a known handle in the community. known the fo the in fr fr,2025-10-11T18:43:01Z,en,announcement,0,,-0.602,55,9.17,0.091,0.0,False
POST_003046,ACT_0010,SilentFox,SRC_003220,Wraning post about impersonation of a known handle in the community. about the impersonation impersonation community. a,2026-07-16T23:42:32Z,en,listing,0,POST_002537,1.0,17,5.67,0.118,0.0,False
POST_003047,ACT_0050,RogueWarden,SRC_001972,Moderation notice regarding forum rules for listing cateogries. notice?! Announcement of a temporary hiatus due to unspecified operational security concerns. due of of due...,2026-08-12T12:25:02Z,en,negotiation,1,,0.36,24,6.0,0.292,0.0,False
POST_003048,ACT_0042,ObsidianWarden,SRC_005633,"Furthermore, Warning post about impersonation of a",2026-06-26T16:18:27Z,en,recruitment,2,,0.24,7,7.0,0.143,0.0,False
POST_003049,ACT_0013,VectorPulse,SRC_004101,General discussion about escrwo timelines and buyer comlpaints. escrow about and complaints. buyer escrow discussion and General timelnies timelines and escrow comlpaints. discussion ngl!! Thread bump reqeusting more visibility for an existing listing. bump more existing requesting an visibiilty Thread existnig smh!! Community poll about preferred communication channel going froward. going channel forward. going about oging channel channel channel poll communication communication forwadr. Community poll poll communication perferred communication poll lol...,2026-08-22T22:15:02Z,en,feedback,2,,0.205,71,7.1,0.197,0.042,False
POST_003050,ACT_0055,HavocSentinel,SRC_003635,"Furthermore, Thread bump requesting more visibiltiy for an existing listing. requesting vsiibility ilsting. Threda more sA previously noted, Moderation notcie regarding forum rules ofr listing catgeories. rules notice categories. for forum nI addition, Community poll about perferred communication channle going forwrad. Community",2025-06-18T10:43:23Z,en,feedback,1,POST_002769,-0.18,42,7.0,0.19,0.0,False
POST_003051,ACT_0050,ShadowNode,SRC_004573,Recruitment-style post seeknig collaborators for unspecified project roles. collaborators collaborators unspecified post for seeking for!! Warning post about impersonation of a known handle in the community. known post?!,2026-07-05T18:09:16Z,en,announcement,0,,0.477,28,7.0,0.214,0.0,False
POST_003052,ACT_0011,StormMarrow12,SRC_004570,Complaint thread about a delayed shipment reference and refund process. refund process. reference prcoess. Complaint shpiment shipment process Recruitment-style post seeking collaborators for unspecified project roles. collaborators Recruitment-style Recrutiment-style roles. post Recruitment-style Recruitment-style roles. project seeking post unspecified for project,2026-08-29T14:36:31Z,en,dispute,1,,0.457,40,5.71,0.15,0.0,False
POST_003053,ACT_0005,CipherHollow,SRC_005314,"Dispute resolution update from an adimnistrator, idk... Announcement of new listing fr fr... Casual chat referencing recent downtime of a synthetic feed lol... Migration notice: old profile will no longer be tbh?!",2026-07-08T11:33:27Z,en,negotiation,2,,0.229,32,8.0,0.406,0.0,False
POST_003054,ACT_0020,BlackRoot71,SRC_000049,"Migration notice: old profile will no longer be monitored, redirecting contacts to Retirement announcement citing personal reasons, thanking the community. Retirement thanking Moderation notice regarding forum rules for listing categories. forum for Moderation listing listing rules Recruitment-style post seeking collaborators for unspecified project roles. post",2026-03-18T23:36:17Z,en,negotiation,2,POST_002183,0.478,45,11.25,0.133,0.0,False
POST_003055,ACT_0014,HavocHollow,SRC_005044,"Furthermore, Comment thread praising a seller's communication and turnaroudn tiem. a thread and communication a turnaround!! Furthemrore, Thread bump requesting more visibility for an existing listing. Thread existing existing more for for!! As previously noted, Thread bump requesting more visibility for an existing listing. Thread listing. Thread visibiliyt for more?! Furthermore, General discussion about escrow timelines and buyer complaints. timelines General complanits. about escrow and about timelines!!",2025-07-22T23:37:33Z,en,general,1,,0.158,67,6.7,0.269,0.03,False
POST_003056,ACT_0053,OnyxFang,SRC_003719,"Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. will longer smh",2026-01-07T13:13:00Z,en,feedback,0,,0.399,17,8.5,0.176,0.0,False
POST_003057,ACT_0049,EmberSignal,SRC_004108,"Moreover, Reputation update posted regarding a recent",2026-08-29T13:41:59Z,en,listing,0,,0.105,7,7.0,0.143,0.0,False
POST_003058,ACT_0031,WraithWarden,SRC_002536,Community poll about preferred communication channel fr fr Recruimtent-style post seeking collaborators for idk Reputation update posted regarding a recent vendor idk,2025-05-23T13:25:20Z,en,feedback,1,POST_002513,0.101,22,22.0,0.0,0.0,False
POST_003059,ACT_0049,EmberSignal,SRC_004572,"Consequently, Thread bump requesting more visibility for an existing Consequently, Casual chat referencing recent downtime of As previously noted, Thread bump requesting more visibility for In addition, Technical discussion abotu generic infrastructure uptime and hostnig",2026-06-01T11:44:39Z,en,dispute,0,,0.572,35,35.0,0.114,0.057,False
POST_003060,ACT_0049,EmberSignal,SRC_000492,"Consequently, Dispute resolution update from an administrator, no As preivously noted, Generic negotiation exchange referencing a private deal without Consequently, Recruitment-style post seeking collaborators for unspecified proejct roles. Recruitment-style",2026-06-23T11:47:49Z,en,recruitment,0,,0.112,29,14.5,0.172,0.0,False
